Agilent_Probe_Name	GeneSymbol	GeneName	GO
UKv4_A_23_P87625	NEUROD4	neurogenic differentiation 4	GO:0001764(neuron migration)|GO:0003677(DNA binding)|GO:0005634(nucleus)|GO:0006355(regulation of transcription, DNA-dependent)|GO:0007219(Notch signaling pathway)|GO:0007275(multicellular organismal development)|GO:0007399(nervous system development)|GO:
UKv4_A_23_P83149	FAM108B1	family with sequence similarity 108, member B1	GO:0016787(hydrolase activity)
UKv4_A_23_P60899	TGS1	trimethylguanosine synthase homolog (S. cerevisiae)	GO:0000387=spliceosomal snRNP biogenesis|GO:0006350=transcription|GO:0006355=regulation of transcription, DNA-dependent|GO:0005634=nucleus|GO:0005737=cytoplasm|GO:0005515=protein binding|GO:0008168=methyltransferase activity|GO:0016740=transferase activit
UKv4_Hs439343.1	GANC	glucosidase, alpha; neutral C	GO:0008152=metabolic process|GO:0005975=carbohydrate metabolic process|GO:0004553=hydrolase activity, hydrolyzing O-glycosyl compounds|GO:0004558=alpha-glucosidase activity
UKv4_A_23_P20980	CYC1	cytochrome c-1	GO:0006810=transport|GO:0016020=membrane|GO:0005739=mitochondrion|GO:0016021=integral to membrane|GO:0005746=mitochondrial respiratory chain|GO:0046872=metal ion binding|GO:0005506=iron ion binding|GO:0045155=electron transporter, transferring electrons f
UKv4_A_24_P4054	TRIP6	thyroid hormone receptor interactor 6	GO:0008588=release of cytoplasmic sequestered NF-kappaB|GO:0030335=positive regulation of cell migration|GO:0048041=focal adhesion formation|GO:0005925=focal adhesion|GO:0045323=interleukin-1 receptor complex|GO:0005149=interleukin-1 receptor binding|GO:0
UKv4_A_23_P117225	ERCC5	excision repair cross-complementing rodent repair deficiency, complementation group 5 (xeroderma pigmentosum, complementation group G (Cockayne syndrome))	GO:0003677(DNA binding)|GO:0003697(single-stranded DNA binding)|GO:0004518(nuclease activity)|GO:0004519(endonuclease activity)|GO:0004520(endodeoxyribonuclease activity)|GO:0005634(nucleus)|GO:0006281(DNA repair)|GO:0006283(transcription-coupled nucleoti
UKv4_A_23_P310540	LCE4A	late cornified envelope 4A	GO:0031424(keratinization)
UKv4_A_24_P376441	TAF5L	TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa	GO:0003700(transcription factor activity)|GO:0005634(nucleus)|GO:0006355(regulation of transcription, DNA-dependent)|GO:0006366(transcription from RNA polymerase II promoter)
UKv4_A_23_P101564	FGF21	fibroblast growth factor 21	GO:0005576(extracellular region)|GO:0005625(soluble fraction)|GO:0007165(signal transduction)|GO:0007267(cell-cell signaling)|GO:0008083(growth factor activity)
UKv4_A_23_P31124	COL21A1	collagen, type XXI, alpha 1	GO:0005198(structural molecule activity)|GO:0005578(proteinaceous extracellular matrix)|GO:0005737(cytoplasm)|GO:0006817(phosphate transport)|GO:0007155(cell adhesion)
UKv4_A_23_P25525	GTF3A	general transcription factor IIIA	GO:0006350=transcription|GO:0006355=regulation of transcription, DNA-dependent|GO:0006383=transcription from RNA polymerase III promoter|GO:0009303=rRNA transcription|GO:0005622=intracellular|GO:0005634=nucleus|GO:0003677=DNA binding|GO:0003709=RNA polyme
UKv4_A_23_P108673	TMEM166	transmembrane protein 166	GO:0016020(membrane)|GO:0016021(integral to membrane)
UKv4_A_23_P78099	SEBOX	SEBOX homeobox	GO:0006355=regulation of transcription, DNA-dependent|GO:0007275=multicellular organismal development|GO:0008150=biological_process|GO:0030154=cell differentiation|GO:0005575=cellular_component|GO:0005634=nucleus|GO:0003674=molecular_function|GO:0003700=t
UKv4_A_24_P313431	CBLN1	cerebellin 1 precursor	GO:0007268=synaptic transmission|GO:0007399=nervous system development|GO:0016020=membrane|GO:0005576=extracellular region|GO:0030054=cell junction|GO:0045202=synapse
UKv4_A_23_P404685	LCE1A	late cornified envelope 1A	GO:0031424(keratinization)
UKv4_A_23_P63929	BRWD2	bromodomain and WD repeat domain containing 2	GO:0016020=membrane|GO:0016021=integral to membrane
UKv4_A_23_P155351	BTD	biotinidase	GO:0004075(biotin carboxylase activity)|GO:0006768(biotin metabolic process)|GO:0006807(nitrogen compound metabolic process)|GO:0007417(central nervous system development)|GO:0008544(epidermis development)|GO:0047708(biotinidase activity)
UKv4_A_32_P780817	CT45-1	cancer/testis antigen CT45-1	
UKv4_A_23_P256581	PRDM13	PR domain containing 13	GO:0003676(nucleic acid binding)|GO:0003677(DNA binding)|GO:0005622(intracellular)|GO:0005634(nucleus)|GO:0006350(transcription)|GO:0006355(regulation of transcription, DNA-dependent)|GO:0008270(zinc ion binding)|GO:0046872(metal ion binding)
UKv4_A_23_P344578	C9orf138	chromosome 9 open reading frame 138	
UKv4_A_23_P117992	ATP2C2	ATPase, Ca++ transporting, type 2C, member 2	GO:0000166(nucleotide binding)|GO:0000287(magnesium ion binding)|GO:0005388(calcium-transporting ATPase activity)|GO:0005509(calcium ion binding)|GO:0005524(ATP binding)|GO:0006812(cation transport)|GO:0006816(calcium ion transport)|GO:0008152(metabolic p
UKv4_A_23_P41755	PURA	purine-rich element binding protein A	GO:0006268=DNA unwinding during replication|GO:0006270=DNA replication initiation|GO:0006350=transcription|GO:0007399=nervous system development|GO:0008284=positive regulation of cell proliferation|GO:0045892=negative regulation of transcription, DNA-depe
UKv4_A_23_P348298	SAC3D1	SAC3 domain containing 1	GO:0007049=cell cycle|GO:0007067=mitosis|GO:0051298=centrosome duplication|GO:0051301=cell division|GO:0005813=centrosome|GO:0005813=centrosome|GO:0005819=spindle|GO:0005819=spindle|GO:0005515=protein binding
UKv4_A_23_P136116	FLJ16237	hypothetical protein LOC392636	
UKv4_A_23_P112220	INSL4	insulin-like 4 (placenta)	GO:0005159(insulin-like growth factor receptor binding)|GO:0005179(hormone activity)|GO:0005576(extracellular region)|GO:0005615(extracellular space)|GO:0005625(soluble fraction)|GO:0007165(signal transduction)|GO:0007267(cell-cell signaling)|GO:0007275(m
UKv4_A_23_P15765	TNRC6C	trinucleotide repeat containing 6C	GO:0000166(nucleotide binding)|GO:0003723(RNA binding)
UKv4_A_23_P117037	LETMD1	LETM1 domain containing 1	
UKv4_A_23_P51534	XCL2	chemokine (C motif) ligand 2	GO:0005576(extracellular region)|GO:0005615(extracellular space)|GO:0005625(soluble fraction)|GO:0006935(chemotaxis)|GO:0006955(immune response)|GO:0007165(signal transduction)|GO:0007267(cell-cell signaling)|GO:0008009(chemokine activity)|GO:0008015(circ
UKv4_A_23_P24345	SLC39A13	solute carrier family 39 (zinc transporter), member 13	GO:0016020(membrane)|GO:0030001(metal ion transport)|GO:0046873(metal ion transporter activity)
UKv4_A_23_P146050	ZFAND1	zinc finger, AN1-type domain 1	GO:0008270(zinc ion binding)|GO:0046872(metal ion binding)
UKv4_A_23_P118306	DNAJA3	DnaJ (Hsp40) homolog, subfamily A, member 3	GO:0006457=protein folding|GO:0042981=regulation of apoptosis|GO:0005739=mitochondrion|GO:0005759=mitochondrial matrix|GO:0051082=unfolded protein binding|GO:0046872=metal ion binding|GO:0008270=zinc ion binding|GO:0031072=heat shock protein binding
UKv4_A_23_P115780	LRRC21	leucine rich repeat containing 21	GO:0003674(molecular_function)|GO:0005515(protein binding)|GO:0005783(endoplasmic reticulum)|GO:0008150(biological_process)|GO:0016020(membrane)|GO:0016021(integral to membrane)|GO:0030176(integral to endoplasmic reticulum membrane)
UKv4_A_23_P135315	ZBTB43	zinc finger and BTB domain containing 43	GO:0003677(DNA binding)|GO:0005515(protein binding)|GO:0005622(intracellular)|GO:0005634(nucleus)|GO:0006350(transcription)|GO:0006355(regulation of transcription, DNA-dependent)|GO:0008270(zinc ion binding)|GO:0046872(metal ion binding)
UKv4_A_24_P125881	DGCR2	DiGeorge syndrome critical region gene 2	GO:0004872(receptor activity)|GO:0005515(protein binding)|GO:0005529(sugar binding)|GO:0007155(cell adhesion)|GO:0009887(organ morphogenesis)|GO:0016020(membrane)|GO:0016021(integral to membrane)
UKv4_A_23_P20713	C8G	complement component 8, gamma polypeptide	GO:0005215(transporter activity)|GO:0005488(binding)|GO:0005579(membrane attack complex)|GO:0006810(transport)|GO:0006957(complement activation, alternative pathway)|GO:0006958(complement activation, classical pathway)|GO:0019835(cytolysis)|GO:0019841(ret
UKv4_A_23_P212105	DAZL	deleted in azoospermia-like	GO:0006417=regulation of translation|GO:0007275=multicellular organismal development|GO:0007281=germ cell development|GO:0007283=spermatogenesis|GO:0030154=cell differentiation|GO:0045948=positive regulation of translational initiation|GO:0005634=nucleus|
UKv4_A_23_P204801	SLC41A2	solute carrier family 41, member 2	GO:0006812(cation transport)|GO:0008324(cation transporter activity)
UKv4_A_23_P202720	SLC35C1	solute carrier family 35, member C1	GO:0008643=carbohydrate transport|GO:0000139=Golgi membrane|GO:0016020=membrane|GO:0016021=integral to membrane|GO:0005794=Golgi apparatus|GO:0005351=sugar:hydrogen symporter activity
UKv4_A_32_P184488	PHLDB3	pleckstrin homology-like domain, family B, member 3	
UKv4_A_23_P47125	OR5P2	olfactory receptor, family 5, subfamily P, member 2	GO:0004872(receptor activity)|GO:0004984(olfactory receptor activity)|GO:0007165(signal transduction)|GO:0007186(G-protein coupled receptor protein signaling pathway)|GO:0007608(sensory perception of smell)|GO:0016020(membrane)|GO:0016021(integral to memb
